County,Category,Taxonomic Group,Taxonomic Subgroup,Scientific Name,Common Name,Year Last Documented,NY Listing Status,Federal Listing Status,State Conservation Rank,Global Conservation Rank,Distribution Status
Kings,Plant,Flowering Plants,Other Flowering Plants,Sabatia campanulata,Slender Marsh Pink,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
Kings,Plant,Flowering Plants,Other Flowering Plants,Veronicastrum virginicum,Culver's Root,not available,Threatened,not listed,S2,G4,Extirpated
Lewis,Plant,Flowering Plants,Other Flowering Plants,Crotalaria sagittalis,Rattlebox,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
Lewis,Plant,Flowering Plants,Other Flowering Plants,Potamogeton hillii,Hill's Pondweed,2009,Threatened,not listed,S2,G3,Recently Confirmed
Lewis,Plant,Flowering Plants,Sedges,Carex buxbaumii,Brown Bog Sedge,2004,Threatened,not listed,S2,G5,Recently Confirmed
Livingston,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Bartramia longicauda,Upland Sandpiper,2000-2005,Threatened,not listed,S3B,G5,Recently Confirmed
Livingston,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ixobrychus exilis,Least Bittern,2012,Threatened,not listed,"S3B,S1N",G5,Recently Confirmed
Livingston,Animal,Reptiles,Turtles,Glyptemys muhlenbergii,Bog Turtle,not available,Endangered,Threatened,S2,G3,Extirpated
Livingston,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Senecio suaveolens,Sweet-scented Indian Plantain,1993,Endangered,not listed,S1,G4,Recently Confirmed
Livingston,Plant,Flowering Plants,Orchids,Aplectrum hyemale,Puttyroot,1920,Endangered,not listed,S1,G5,Historically Confirmed
Livingston,Plant,Flowering Plants,Other Flowering Plants,Andersonglossum boreale,Northern Wild Comfrey,not available,Endangered,not listed,S1S2,G5T4T5,Historically Confirmed
Livingston,Plant,Flowering Plants,Other Flowering Plants,Cardamine douglassii,Purple Cress,not available,Threatened,not listed,S2S3,G5,Recently Confirmed
Livingston,Plant,Flowering Plants,Other Flowering Plants,Chamaelirium luteum,Fairywand,not available,Endangered,not listed,S1S2,G5,Historically Confirmed
Livingston,Plant,Flowering Plants,Other Flowering Plants,Polygonum buxiforme,Small's Knotweed,not available,Endangered,not listed,S1S2,G5,Historically Confirmed
Livingston,Plant,Flowering Plants,Sedges,Carex decomposita,Cypress-knee Sedge,1878,Endangered,not listed,SH,G3G4,Historically Confirmed
Livingston,Plant,Flowering Plants,Sedges,Carex emoryi,Emory's Sedge,2011,Endangered,not listed,S2,G5,Recently Confirmed
Livingston,Plant,Flowering Plants,Sedges,Carex molesta,Troublesome Sedge,not available,Threatened,not listed,S2S3,G4,Possible but not Confirmed
Madison,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Bartramia longicauda,Upland Sandpiper,2001,Threatened,not listed,S3B,G5,Recently Confirmed
Madison,Animal,Birds,Wrens,Cistothorus platensis,Sedge Wren,not available,Threatened,not listed,S3B,G5,Historically Confirmed
Madison,Animal,Mammals,Bats,Myotis septentrionalis,Northern Long-eared Bat,not available,Threatened,Threatened,S1,G1G2,Historically Confirmed
Madison,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. parviflorum,Small Southern Yellow Lady's Slipper,not available,Endangered,not listed,SH,G5T3T5,Historically Confirmed
Madison,Plant,Flowering Plants,Other Flowering Plants,Desmodium ciliare,Little-leaf Tick Trefoil,1937,Threatened,not listed,S2S3,G5,Historically Confirmed
Madison,Plant,Flowering Plants,Other Flowering Plants,Polygonum buxiforme,Small's Knotweed,1918,Endangered,not listed,S1S2,G5,Historically Confirmed
Madison,Plant,Flowering Plants,Other Flowering Plants,Stuckenia filiformis,Slender Pondweed,not available,Endangered,not listed,S1,G5,Historically Confirmed
Madison,Plant,Flowering Plants,Sedges,Eleocharis diandra,Wright's Spike Rush,not available,Endangered,not listed,S1,G2,Historically Confirmed
Monroe,Animal,Fish,"Minnows, Shiners, Suckers",Notropis anogenus,Pugnose Shiner,not available,Endangered,not listed,S1S2,G3,Historically Confirmed
Monroe,Animal,Reptiles,Turtles,Glyptemys muhlenbergii,Bog Turtle,1931,Endangered,Threatened,S2,G3,Historically Confirmed
Monroe,Plant,Flowering Plants,Orchids,Platanthera hookeri,Hooker's Orchid,1898,Endangered,not listed,S1,G4,Historically Confirmed
Monroe,Plant,Flowering Plants,Other Flowering Plants,Asclepias purpurascens,Purple Milkweed,not available,Threatened,not listed,S2S3,G5?,Possible but not Confirmed
Monroe,Plant,Flowering Plants,Other Flowering Plants,Cuscuta cephalanthi,Buttonbush Dodder,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
Monroe,Plant,Flowering Plants,Other Flowering Plants,Desmodium ciliare,Little-leaf Tick Trefoil,1998,Threatened,not listed,S2S3,G5,Recently Confirmed
Monroe,Plant,Flowering Plants,Other Flowering Plants,Euonymus americanus,American Strawberry Bush,not available,Endangered,not listed,S1,G5,Historically Confirmed
Monroe,Plant,Flowering Plants,Other Flowering Plants,Lathyrus ochroleucus,Pale Vetchling,not available,Rare,not listed,S3,G5,Possible but not Confirmed
Monroe,Plant,Flowering Plants,Other Flowering Plants,Trillium flexipes,Nodding Trillium,1993,Endangered,not listed,S1,G5,Recently Confirmed
Monroe,Plant,Flowering Plants,Other Flowering Plants,Ulmus thomasii,Cork Elm,not available,Threatened,not listed,S2S3,G5,Historically Confirmed
Monroe,Plant,Flowering Plants,Other Flowering Plants,Valeriana uliginosa,Marsh Valerian,2003,Endangered,not listed,S1S2,G4Q,Recently Confirmed
Monroe,Plant,Flowering Plants,Other Flowering Plants,Viola bicolor,Field Pansy,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
Monroe,Plant,Flowering Plants,Sedges,Carex atherodes,Wheat Sedge,not available,Rare,not listed,S3,G5,Possible but not Confirmed
Monroe,Plant,Flowering Plants,Sedges,Carex crawei,Crawe's Sedge,not available,Threatened,not listed,S2,G5,Historically Confirmed
Monroe,Plant,Flowering Plants,Sedges,Carex houghtoniana,Houghton's Sedge,not available,Threatened,not listed,S2,G5,Possible but not Confirmed
Monroe,Plant,Flowering Plants,Sedges,Carex nigra,Black Sedge,1841,Endangered,not listed,S1,G5,Possible but not Confirmed
Montgomery,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Circus cyaneus,Northern Harrier,2015,Threatened,not listed,"S3B,S3N",G5,Recently Confirmed
Montgomery,Plant,Flowering Plants,Other Flowering Plants,Polemonium vanbruntiae,Jacob's Ladder,1988,Rare,not listed,S3,G3G4,Recently Confirmed
Montgomery,Plant,Flowering Plants,Sedges,Carex molesta,Troublesome Sedge,not available,Threatened,not listed,S2S3,G4,Historically Confirmed
Nassau,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ixobrychus exilis,Least Bittern,2011,Threatened,not listed,"S3B,S1N",G5,Recently Confirmed
Nassau,Animal,Birds,Owls,Asio flammeus,Short-eared Owl,2002,Endangered,not listed,S2,G5,Recently Confirmed
Nassau,Animal,Butterflies and Moths,Butterflies and Skippers,Callophrys irus,Frosted Elfin,2005,Threatened,not listed,S1S2,G3,Recently Confirmed
Nassau,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum subulatum var. subulatum,Annual Saltmarsh Aster,2004,Threatened,not listed,S2S3,G5,Recently Confirmed
Nassau,Plant,Flowering Plants,Grasses,Chasmanthium laxum,Slender Spike Grass,1936,Endangered,not listed,S1,G5,Extirpated
Nassau,Plant,Flowering Plants,Orchids,Liparis liliifolia,Large Twayblade,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
Nassau,Plant,Flowering Plants,Other Flowering Plants,Agalinis decemloba,Sandplain Gerardia,2007,Endangered,Endangered,S1,G3G4,Recently Confirmed
Nassau,Plant,Flowering Plants,Other Flowering Plants,Amaranthus pumilus,Seabeach Amaranth,2004,Threatened,Threatened,S2,G2,Recently Confirmed
Nassau,Plant,Flowering Plants,Other Flowering Plants,Asclepias viridiflora,Green Milkweed,2010,Threatened,not listed,S2,G5,Recently Confirmed
Nassau,Plant,Flowering Plants,Other Flowering Plants,Corydalis aurea ssp. aurea,Golden Corydalis,not available,Threatened,not listed,S2,G5T5,Historically Confirmed
Nassau,Plant,Flowering Plants,Other Flowering Plants,Cuscuta cephalanthi,Buttonbush Dodder,not available,Endangered,not listed,S1,G5,Historically Confirmed
Nassau,Plant,Flowering Plants,Other Flowering Plants,Lespedeza angustifolia,Narrow-leaved Bush Clover,1992,Threatened,not listed,S2,G5,Recently Confirmed
Nassau,Plant,Flowering Plants,Other Flowering Plants,Lilaeopsis chinensis,Eastern Grasswort,not available,Threatened,not listed,S2,G5,Historically Confirmed
Nassau,Plant,Flowering Plants,Other Flowering Plants,Myriophyllum pinnatum,Green Parrot's Feather,1903,Endangered,not listed,S1,G5,Historically Confirmed
Nassau,Plant,Flowering Plants,Sedges,Carex bicknellii,Bicknell's Sedge,not available,Rare,not listed,S3,G5T5,Historically Confirmed
Nassau,Plant,Flowering Plants,Sedges,Carex collinsii,Collins' Sedge,1927,Endangered,not listed,S1,G4,Historically Confirmed
Nassau,Plant,Flowering Plants,Sedges,Carex nigromarginata,Black-edge Sedge,not available,Threatened,not listed,S2,G5,Historically Confirmed
Nassau,Plant,Flowering Plants,Sedges,Eleocharis equisetoides,Knotted Spike Rush,not available,Threatened,not listed,S2,G4,Extirpated
New York,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco peregrinus,Peregrine Falcon,2009,Endangered,not listed,S3B,G4,Recently Confirmed
New York,Animal,Fish,Sturgeons and Paddlefish,Acipenser oxyrinchus,Atlantic Sturgeon,2013,Protected - no open season,Endangered,S1,G3,Recently Confirmed
New York,Plant,Ferns and Fern Allies,Ferns,Myriopteris lanosa,Woolly Lip Fern,1898,Endangered,not listed,SH,G5,Extirpated
New York,Plant,Flowering Plants,Other Flowering Plants,Asclepias purpurascens,Purple Milkweed,not available,Threatened,not listed,S2S3,G5?,Possible but not Confirmed
New York,Plant,Flowering Plants,Other Flowering Plants,Euonymus americanus,American Strawberry Bush,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
New York,Plant,Flowering Plants,Other Flowering Plants,Lithospermum virginianum,Virginia False Gromwell,1879,Endangered,not listed,S1,G4,Extirpated
New York,Plant,Flowering Plants,Other Flowering Plants,Pedicularis lanceolata,Swamp Lousewort,not available,Threatened,not listed,S2S3,G5,Extirpated
New York,Plant,Flowering Plants,Other Flowering Plants,Viola primulifolia var. primulifolia,Primrose-leaved Violet,not available,Threatened,not listed,S2,G5TNR,Possible but not Confirmed
Niagara,Plant,Flowering Plants,Grasses,Sphenopholis pensylvanica,Swamp Oats,1886,Endangered,not listed,S1,G4,Historically Confirmed
Niagara,Plant,Flowering Plants,Other Flowering Plants,Betula nigra,River Birch,not available,Rare,not listed,S3,G5,Historically Confirmed
Niagara,Plant,Flowering Plants,Other Flowering Plants,Boechera stricta,Drummond's Rock Cress,1898,Threatened,not listed,S2,G5,Historically Confirmed
Niagara,Plant,Flowering Plants,Other Flowering Plants,Draba arabisans,Rock Whitlow Grass,1872,Threatened,not listed,S2,G4,Historically Confirmed
Niagara,Plant,Flowering Plants,Other Flowering Plants,Mimulus alatus,Winged Monkey Flower,not available,Rare,not listed,S3,G5,Recently Confirmed
Oneida,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Chlidonias niger,Black Tern,1969,Endangered,not listed,S2B,G4,Extirpated
Oneida,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ixobrychus exilis,Least Bittern,2013,Threatened,not listed,"S3B,S1N",G5,Recently Confirmed
Oneida,Plant,Flowering Plants,Orchids,Platanthera hookeri,Hooker's Orchid,1926,Endangered,not listed,S1,G4,Historically Confirmed
Oneida,Plant,Flowering Plants,Other Flowering Plants,Borodinia dentata,Toothed Rock Cress,not available,Threatened,not listed,SH,G5,Historically Confirmed
Oneida,Plant,Flowering Plants,Other Flowering Plants,Geum virginianum,Rough Avens,1935,Threatened,not listed,S2,G5,Historically Confirmed
Oneida,Plant,Flowering Plants,Other Flowering Plants,Hypericum ascyron ssp. pyramidatum,Great St. John's Wort,not available,Rare,not listed,S3,G4T4,Historically Confirmed
Oneida,Plant,Flowering Plants,Other Flowering Plants,Potamogeton alpinus,Red Pondweed,1944,Threatened,not listed,S1S2,G5,Historically Confirmed
Oneida,Plant,Flowering Plants,Sedges,Carex bullata,Button Sedge,not available,Endangered,not listed,S1,G5,Historically Confirmed
Oneida,Plant,Flowering Plants,Sedges,Carex chordorrhiza,Creeping Sedge,1840,Threatened,not listed,S2,G5,Historically Confirmed
Oneida,Plant,Flowering Plants,Sedges,Carex debilis var. debilis,White-edge Sedge,not available,Threatened,not listed,S2,G5T5,Recently Confirmed
Oneida,Plant,Flowering Plants,Sedges,Carex emmonsii,Emmons' Sedge,not available,Rare,not listed,S3,G5T5,Possible but not Confirmed
Oneida,Plant,Flowering Plants,Sedges,Carex houghtoniana,Houghton's Sedge,not available,Threatened,not listed,S2,G5,Possible but not Confirmed
Oneida,Plant,Flowering Plants,Sedges,Carex livida,Livid Sedge,not available,Endangered,not listed,S1,G5,Historically Confirmed
Oneida,Plant,Flowering Plants,Sedges,Carex muehlenbergii var. enervis,Muhlenberg's Veinless Sedge,not available,Rare,not listed,S3,G5T5,Historically Confirmed
Onondaga,Animal,Reptiles,Snakes,Sistrurus catenatus catenatus,Eastern Massasauga,2007,Endangered,Candidate,S1,G3,Recently Confirmed
Onondaga,Animal,Reptiles,Turtles,Glyptemys muhlenbergii,Bog Turtle,1950,Endangered,Threatened,S2,G3,Historically Confirmed
Onondaga,Plant,Ferns and Fern Allies,Horsetails,Equisetum palustre,Marsh Horsetail,not available,Threatened,not listed,S2,G5,Extirpated
Onondaga,Plant,Flowering Plants,Other Flowering Plants,Betula nigra,River Birch,not available,Rare,not listed,S3,G5,Historically Confirmed
Onondaga,Plant,Flowering Plants,Other Flowering Plants,Lathyrus ochroleucus,Pale Vetchling,not available,Rare,not listed,S3,G5,Possible but not Confirmed
Onondaga,Plant,Flowering Plants,Other Flowering Plants,Lithospermum virginianum,Virginia False Gromwell,not available,Endangered,not listed,S1,G4,Historically Confirmed
Onondaga,Plant,Flowering Plants,Other Flowering Plants,Myriophyllum farwellii,Farwell's Water Milfoil,not available,Threatened,not listed,S2,G5,Possible but not Confirmed
Onondaga,Plant,Flowering Plants,Other Flowering Plants,Potamogeton strictifolius,Straight-leaved Pondweed,2005,Endangered,not listed,S1,G5,Recently Confirmed
Onondaga,Plant,Flowering Plants,Other Flowering Plants,Rumex hastatulus,Heart Sorrel,not available,Endangered,not listed,SH,G5,Possible but not Confirmed
Onondaga,Plant,Flowering Plants,Other Flowering Plants,Sabatia campanulata,Slender Marsh Pink,not available,Endangered,not listed,S1,G5,Extirpated
Onondaga,Plant,Flowering Plants,Other Flowering Plants,Tilia americana var. heterophylla,White Basswood,not available,Endangered,not listed,SH,G5T5,Historically Confirmed
Onondaga,Plant,Flowering Plants,Other Flowering Plants,Triglochin palustris,Marsh Arrow Grass,1998,Threatened,not listed,S2,G5,Recently Confirmed
Onondaga,Plant,Flowering Plants,Sedges,Carex aggregata,Glomerate Sedge,1988,Endangered,not listed,S2,G5,Recently Confirmed
Onondaga,Plant,Flowering Plants,Sedges,Eleocharis equisetoides,Knotted Spike Rush,not available,Threatened,not listed,S2,G4,Possible but not Confirmed
Ontario,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Solidago ohioensis,Ohio Goldenrod,not available,Threatened,not listed,S2,G4,Historically Confirmed
Ontario,Plant,Flowering Plants,Other Flowering Plants,Corydalis flavula,Yellow Harlequin,not available,Rare,not listed,S3,G5,Historically Confirmed
Ontario,Plant,Flowering Plants,Other Flowering Plants,Cuscuta cephalanthi,Buttonbush Dodder,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
Ontario,Plant,Flowering Plants,Other Flowering Plants,Lathyrus ochroleucus,Pale Vetchling,not available,Rare,not listed,S3,G5,Historically Confirmed
Ontario,Plant,Flowering Plants,Other Flowering Plants,Monarda clinopodia,Basilbalm,1980,Endangered,not listed,S1,G5,Recently Confirmed
Ontario,Plant,Flowering Plants,Other Flowering Plants,Veronicastrum virginicum,Culver's Root,not available,Threatened,not listed,S2,G4,Historically Confirmed
Ontario,Plant,Flowering Plants,Sedges,Carex decomposita,Cypress-knee Sedge,not available,Endangered,not listed,SH,G3G4,Historically Confirmed
Ontario,Plant,Flowering Plants,Sedges,Scleria verticillata,Low Nut Sedge,not available,Endangered,not listed,S1,G5,Historically Confirmed
Orange,Animal,Butterflies and Moths,Butterflies and Skippers,Callophrys hesseli,Hessel's Hairstreak,not available,Endangered,not listed,S1,G3G4,Historically Confirmed
Orange,Animal,Mammals,Bats,Myotis sodalis,Indiana Bat,2011,Endangered,Endangered,S1,G2,Recently Confirmed
Orange,Animal,Reptiles,Turtles,Glyptemys muhlenbergii,Bog Turtle,2014,Endangered,Threatened,S2,G3,Recently Confirmed
Orange,Plant,Ferns and Fern Allies,Ferns,Botrychium oneidense,Blunt-lobe Grape Fern,not available,Threatened,not listed,S2S3,G4,Historically Confirmed
Orange,Plant,Flowering Plants,Orchids,Malaxis bayardii,Bayard's Adder's Mouth,1936,Endangered,not listed,S1,G1G2,Historically Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Asclepias verticillata,Whorled Milkweed,not available,Rare,not listed,S3,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Bartonia paniculata ssp. paniculata,Screw-stem,2000,Endangered,not listed,S1,G5T5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Cuscuta compacta,Sessile Dodder,not available,Rare,not listed,S3,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Geum virginianum,Rough Avens,1993,Threatened,not listed,S2,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Lechea tenuifolia,Slender Pinweed,2002,Threatened,not listed,S2,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Pedicularis lanceolata,Swamp Lousewort,2008,Threatened,not listed,S2S3,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Polygonum tenue,Slender Knotweed,not available,Rare,not listed,S3,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Pycnanthemum muticum,Blunt Mountain Mint,2002,Threatened,not listed,S2S3,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Rhododendron canadense,Rhodora,1988,Threatened,not listed,S2,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Sagittaria montevidensis ssp. spongiosa,Spongy Arrowhead,2008,Threatened,not listed,S2,G5T4,Recently Confirmed
Orange,Plant,Flowering Plants,Other Flowering Plants,Viola bicolor,Field Pansy,2011,Endangered,not listed,S1,G5,Recently Confirmed
Orange,Plant,Flowering Plants,Sedges,Carex bicknellii,Bicknell's Sedge,not available,Rare,not listed,S3,G5T5,Recently Confirmed
Orange,Plant,Flowering Plants,Sedges,Carex muehlenbergii var. enervis,Muhlenberg's Veinless Sedge,not available,Rare,not listed,S3,G5T5,Historically Confirmed
Orange,Plant,Flowering Plants,Sedges,Carex willdenowii,Willdenow's Sedge,not available,Rare,not listed,S2S3,G5,Recently Confirmed
Orleans,Animal,Birds,Grebes,Podilymbus podiceps,Pied-billed Grebe,2014,Threatened,not listed,"S3B,S1N",G5,Recently Confirmed
Orleans,Animal,Birds,Shrikes,Lanius ludovicianus,Loggerhead Shrike,2000-2005,Endangered,not listed,S1B,G4,Recently Confirmed
Orleans,Plant,Flowering Plants,Orchids,Corallorhiza striata var. striata,Striped Coralroot,not available,Endangered,not listed,S1,G5T5,Historically Confirmed
Orleans,Plant,Flowering Plants,Other Flowering Plants,Betula pumila,Swamp Birch,not available,Threatened,not listed,S2,G5,Historically Confirmed
Orleans,Plant,Flowering Plants,Other Flowering Plants,Cardamine douglassii,Purple Cress,not available,Threatened,not listed,S2S3,G5,Historically Confirmed
Orleans,Plant,Flowering Plants,Other Flowering Plants,Hydrastis canadensis,Goldenseal,not available,Threatened,not listed,S2,G3G4,Historically Confirmed
Oswego,Animal,Birds,"Rails, Coots and Cranes",Rallus elegans,King Rail,2009,Threatened,not listed,S1B,G4,Recently Confirmed
Oswego,Animal,Fish,Mooneyes,Hiodon tergisus,Mooneye,not available,Threatened,not listed,S2,G5,Historically Confirmed
Oswego,Animal,Mammals,Bats,Myotis sodalis,Indiana Bat,2008,Endangered,Endangered,S1,G2,Recently Confirmed
Oswego,Plant,Flowering Plants,Other Flowering Plants,Desmodium ciliare,Little-leaf Tick Trefoil,1931,Threatened,not listed,S2S3,G5,Historically Confirmed
Oswego,Plant,Flowering Plants,Other Flowering Plants,Potamogeton pulcher,Spotted Pondweed,1994,Threatened,not listed,S2,G5,Recently Confirmed
Oswego,Plant,Flowering Plants,Sedges,Carex livida,Livid Sedge,2006,Endangered,not listed,S1,G5,Recently Confirmed
Otsego,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Bartramia longicauda,Upland Sandpiper,2000,Threatened,not listed,S3B,G5,Recently Confirmed
Otsego,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Haliaeetus leucocephalus,Bald Eagle,2016,Threatened,not listed,"S2S3B,S2N",G5,Recently Confirmed
Otsego,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ixobrychus exilis,Least Bittern,not available,Threatened,not listed,"S3B,S1N",G5,Recently Confirmed
Otsego,Plant,Flowering Plants,Other Flowering Plants,Hippuris vulgaris,Mare's Tail,not available,Endangered,not listed,S1,G5,Historically Confirmed
Otsego,Plant,Flowering Plants,Other Flowering Plants,Trollius laxus,Spreading Globeflower,1930,Rare,not listed,S3,G5T3,Historically Confirmed
Putnam,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Ixobrychus exilis,Least Bittern,2013,Threatened,not listed,"S3B,S1N",G5,Recently Confirmed
Putnam,Animal,Mammals,Bats,Myotis sodalis,Indiana Bat,2017,Endangered,Endangered,S1,G2,Recently Confirmed
Putnam,Plant,Ferns and Fern Allies,Horsetails,Equisetum pratense,Meadow Horsetail,not available,Threatened,not listed,S2,G5,Recently Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Limosella australis,Mudwort,not available,Rare,not listed,S3,G4G5,Historically Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Oxalis violacea,Violet Wood Sorrel,1994,Threatened,not listed,S2S3,G5,Recently Confirmed
Putnam,Plant,Flowering Plants,Other Flowering Plants,Sabatia campanulata,Slender Marsh Pink,not available,Endangered,not listed,S1,G5,Historically Confirmed
Putnam,Plant,Flowering Plants,Sedges,Carex emmonsii,Emmons' Sedge,not available,Rare,not listed,S3,G5T5,Recently Confirmed
Putnam,Plant,Flowering Plants,Sedges,Scirpus georgianus,Georgia Bulrush,not available,Endangered,not listed,S1S2,G5,Recently Confirmed
Queens,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Sterna hirundo,Common Tern,2008,Threatened,not listed,S3B,G5,Recently Confirmed
Queens,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Ageratina aromatica,Small White Snakeroot,not available,Endangered,not listed,S1,G5,Historically Confirmed
Queens,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Helianthus angustifolius,Swamp Sunflower,1906,Threatened,not listed,S2,G5,Extirpated
Queens,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Symphyotrichum tenuifolium var. tenuifolium,Perennial Saltmarsh Aster,not available,Rare,not listed,S3,G5,Historically Confirmed
Queens,Plant,Flowering Plants,Grasses,Bouteloua curtipendula var. curtipendula,Side-oats Grama,2001,Endangered,not listed,S2,G5T5,Recently Confirmed
Queens,Plant,Flowering Plants,Grasses,Sporobolus clandestinus,Hidden Dropseed,1990,Endangered,not listed,S1,G5,Recently Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Celastrus scandens,American Bittersweet,not available,Rare,not listed,S3,G5,Recently Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Lemna perpusilla,Minute Duckweed,not available,Endangered,not listed,S1,G5,Historically Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Orontium aquaticum,Golden Club,not available,Threatened,not listed,S2,G5,Historically Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Potamogeton diversifolius,Southern Snailseed Pondweed,not available,Endangered,not listed,S1,G5,Historically Confirmed
Queens,Plant,Flowering Plants,Sedges,Bolboschoenus maritimus ssp. paludosus,Seaside Bulrush,2003,Threatened,not listed,S2,G5,Recently Confirmed
Queens,Plant,Flowering Plants,Sedges,Eleocharis tuberculosa,Long-tubercled Spike Rush,1970,Threatened,not listed,S2,G5,Historically Confirmed
Queens,Plant,Flowering Plants,Sedges,Scirpus georgianus,Georgia Bulrush,not available,Endangered,not listed,S1S2,G5,Historically Confirmed
Queens,Plant,Flowering Plants,Sedges,Scleria muehlenbergii,Muhlenberg's Nut Sedge,not available,Endangered,not listed,S1,G5,Historically Confirmed
Rensselaer,Animal,Fish,Sturgeons and Paddlefish,Acipenser oxyrinchus,Atlantic Sturgeon,not available,Protected - no open season,Endangered,S1,G3,Recently Confirmed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Campanula americana,Tall Bellflower,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Pedicularis lanceolata,Swamp Lousewort,not available,Threatened,not listed,S2S3,G5,Historically Confirmed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Potamogeton confervoides,Algae-like Pondweed,not available,Rare,not listed,S3,G4,Recently Confirmed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Potamogeton diversifolius,Southern Snailseed Pondweed,not available,Endangered,not listed,S1,G5,Historically Confirmed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Pycnanthemum muticum,Blunt Mountain Mint,not available,Threatened,not listed,S2S3,G5,Possible but not Confirmed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Pyrola asarifolia ssp. asarifolia,Pink Wintergreen,not available,Threatened,not listed,S2,G5T5,Possible but not Confirmed
Rensselaer,Plant,Flowering Plants,Other Flowering Plants,Stellaria longipes ssp. longipes,Goldie's starwort,not available,Threatened,not listed,S2,G5T5,Possible but not Confirmed
Richmond,Animal,Reptiles,Lizards,Sceloporus undulatus,Fence Lizard,2002,Threatened,not listed,S1,G5,Recently Confirmed
Richmond,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Ageratina aromatica,Small White Snakeroot,not available,Endangered,not listed,S1,G5,Historically Confirmed
Richmond,Plant,Flowering Plants,Grasses,Panicum amarum var. amarum,Dune Panic Grass,not available,Rare,not listed,S3,G5T5?,Recently Confirmed
Richmond,Plant,Flowering Plants,Grasses,Paspalum laeve,Field Beadgrass,1917,Endangered,not listed,S1,G4G5,Historically Confirmed
Richmond,Plant,Flowering Plants,Other Flowering Plants,Crataegus uniflora,Dwarf Hawthorn,2003,Endangered,not listed,SH,G5,Recently Confirmed
Richmond,Plant,Flowering Plants,Other Flowering Plants,Crotalaria sagittalis,Rattlebox,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
Richmond,Plant,Flowering Plants,Other Flowering Plants,Cuscuta cephalanthi,Buttonbush Dodder,1997,Endangered,not listed,S1,G5,Recently Confirmed
Richmond,Plant,Flowering Plants,Other Flowering Plants,Cuscuta obtusiflora var. glandulosa,Southern Dodder,1997,Endangered,not listed,S1S2,G5T4T5,Recently Confirmed
Richmond,Plant,Flowering Plants,Other Flowering Plants,Desmodium ciliare,Little-leaf Tick Trefoil,1894,Threatened,not listed,S2S3,G5,Historically Confirmed
